prot	counter
Q6UWY0	27
Q9HBK9	28
Q9HBK9-2	21
P0C7U1	8
P0C7U1-2	10
Q13510	21
Q13510-2	23
Q13510-3	20
Q9NR71	29
Q9NR71-2	29
Q9ULH1	57
Q9ULH1-2	56
Q495Z4	9
Q8WXK4	14
Q8WXK4-2	15
Q6ZVZ8	27
Q6ZVZ8-2	26
Q96Q27	33
Q96Q27-2	35
Q9Y574	21
Q9Y574-2	16
Q8N9N2	19
Q8N9N2-2	20
Q9UBL3	34
Q9UBL3-2	31
Q9UBL3-3	34
Q5U4P2	18
Q6ICH7	19
Q13625	54
Q13625-2	45
Q13625-3	54
P26436	6
P26436-2	6
P26436-3	6
P26436-4	6
P26436-5	6
P26436-6	6
P26436-7	6
P26436-8	4
P26436-9	6
P26436-10	6
P26436-11	5
O60312	65
O60312-2	6
Q9P241	67
Q9P241-2	56
Q9HD20	57
Q9HD20-2	57
Q9HD20-3	15
Q9NQ11	50
Q9NQ11-2	52
Q9NQ11-3	49
P16615	52
P16615-2	51
P16615-3	51
P16615-4	50
P16615-5	51
Q93084	52
Q93084-2	48
Q93084-3	50
Q93084-4	48
Q93084-5	50
Q93084-6	52
Q93084-7	50
Q01814	65
Q01814-2	62
Q01814-3	61
Q01814-4	60
Q01814-5	64
Q01814-6	63
Q01814-7	61
Q01814-8	64
P98194	47
P98194-2	46
P98194-3	48
P98194-4	47
P98194-5	48
P98194-6	48
P98194-7	52
P98194-8	49
P98194-9	48
Q5VTU8	4
P05496	5
Q8NBU5	19
Q8NBU5-2	14
Q6PL18	72
Q6PL18-2	19
P15336	17
P15336-2	8
P15336-3	9
P15336-4	13
P15336-5	16
P15336-6	4
P15336-7	8
P15336-8	5
Q674R7	41
Q674R7-2	17
Q674R7-3	16
Q9BSB4	13
P82987	94
P82987-2	93
Q6UY14	54
Q6UY14-2	43
Q6UY14-3	54
Q6ZMM2	18
Q6ZMM2-2	18
Q8NHH9	25
Q8NHH9-2	27
Q8NHH9-3	19
Q8NHH9-4	26
Q8NHH9-5	24
Q13315	189
P54710	4
P54710-2	4
Q92858	17
Q96SQ7	16
Q96SQ7-2	22
Q9NT62	16
Q9NT62-2	16
O95352	41
O95352-2	38
O95352-3	37
Q8N6G6	89
Q8N6G6-1	32
Q8N6G6-2	25
Q8N6G6-4	37
Q8N6G6-5	9
Q8N6G6-6	18
Q8N100	12
O75964	8
P35670	68
P35670-2	61
P35670-3	62
P35670-4	68
P25705	36
P25705-2	32
P25705-3	34
P56134	4
P56134-2	4
P56134-3	3
P56134-4	3
Q8WXE1	36
Q8WXE1-2	35
Q8WXE1-3	32
Q8WXE1-5	30
Q9H1Z8	9
Q9Y679	24
Q9Y679-2	22
Q9Y679-3	20
Q9BYG0	21
Q67FW5	20
Q76KP1	55
P15291	18
P15291-2	18
O60512	24
O60512-2	7
Q9Y5Z0	21
Q9Y5Z0-2	19
Q9Y5Z0-3	21
Q9Y5Z0-4	17
Q9Y5Z0-5	16
O14867	44
O95429	12
O95429-2	11
Q86Y28	2
Q9HBU1	14
Q9HBU1-2	6
Q9NWK9	39
Q9NWK9-2	36
Q9BYV7	31
Q9BYV7-2	29
Q9BYV7-4	29
Q9BYV7-5	29
Q9BYV7-6	24
O00512	58
Q02338	22
A6H8Y1	142
A6H8Y1-2	125
A6H8Y1-3	75
A6H8Y1-4	75
A6H8Y1-5	47
A6H8Y1-6	142
A6H8Y1-7	142
A6H8Y1-8	22
Q7Z4Y8	6
Q9NTI2	61
Q9NTI2-3	30
O60423	63
O60423-1	64
O60423-3	62
P0DMR3	14
P18859	7
P18859-2	8
P36542	17
P36542-2	17
P54253	33
Q9H3M9	17
P54252	16
P54252-2	16
P54252-3	15
P54252-4	16
P54252-5	8
P61769	8
Q6L9W6	55
O60513	24
O43286	18
Q9UBX8	17
Q9UBX8-2	15
Q9UBV7	17
P0C853	3
Q9BYV9	39
Q92934	10
Q99933	21
Q99933-2	19
Q99933-3	16
Q99933-4	14
P20749	23
Q3B7T3	7
Q3B7T3-2	4
Q3B7T3-3	8
Q8NDZ0	27
Q8NDZ0-2	25
Q5T5X7	50
Q8NFU1	25
Q9BXY8	10
Q9BXY8-2	14
Q9UHQ4	15
Q9UHQ4-2	22
Q99728	45
Q99728-2	45
Q99728-3	41
Q99728-4	6
Q16520	6
Q07812	11
Q07812-2	16
Q07812-3	4
Q07812-4	7
Q07812-5	12
Q07812-6	5
Q07812-7	9
Q07812-8	12
Q9UIF9	70
Q9UIF9-2	70
Q9UIF9-3	70
Q9BXH1	10
Q9BXH1-2	8
A8MTZ0	6
A8MTZ0-2	4
A8MTZ0-3	4
A8MTZ0-4	8
Q8ND07	37
Q8WY36	51
Q8WY36-2	49
Q8WY36-3	36
Q9C0K0	44
Q9C0K0-2	45
Q9H6U6	41
Q9H6U6-2	40
Q9H6U6-3	42
Q9H6U6-8	43
Q9H6U6-7	40
Q9H6U6-6	30
Q5SZJ8	13
Q5SZJ8-2	5
Q5SZJ8-3	9
Q5SZJ8-4	8
Q8N1M1	29
Q8N1M1-1	19
Q8N1M1-4	5
Q8N1M1-5	16
Q8N1M1-6	22
O15155	4
O15155-2	3
Q9HBH7	10
Q00994	4
Q00994-2	5
Q8NFJ8	16
O14503	22
C9JSJ3	34
Q93088	22
Q9H2M3	22
Q9H2M3-2	19
Q8TD16	58
Q8TD16-2	60
P53004	18
Q9Y6D6	99
A6NMY6	23
Q9BXK5	22
Q9BXK5-2	11
Q9BXK5-4	12
Q8NFL0	21
Q96L58	21
Q00973	34
Q00973-2	28
Q00973-3	18
O60909	19
O60909-2	19
O60909-3	19
Q9UL15	27
Q9UL15-2	29
Q6ZNE5	20
Q6ZNE5-2	13
Q8IXM2	10
Q8IXM2-2	7
Q8IXM2-3	10
P51572	16
P51572-2	18
Q9NY43	14
P35613	16
P35613-2	14
P35613-3	12
P35613-4	12
Q8NFJ9	32
Q8NFJ9-2	36
Q8NFJ9-3	25
Q8IWZ6	35
Q8IWZ6-2	33
Q7L4P6	30
Q7L4P6-2	19
O76090	31
O76090-3	27
O76090-4	25
Q15582	39
Q8NDY6	11
Q9C0J9	21
Q9UHR4	36
Q9UBW5	24
Q9UBW5-2	22
O15392	8
O15392-2	8
O15392-3	6
O15392-4	6
O15392-5	7
O15392-6	4
O15392-7	4
Q96P09	18
Q6QNY0	17
Q5PSV4	22
Q5PSV4-2	22
Q96G97	13
Q96G97-3	16
Q96G97-4	17
Q10588	20
Q10588-2	16
Q96K17	8
Q96K17-2	4
Q96K17-3	5
A6QL63	53
A6QL63-2	47
A6QL63-3	46
A6QL63-4	13
A6QL63-5	38
Q9NY30	16
Q9NY30-2	14
Q06187	45
Q06187-2	47
Q6UXE8	20
Q6UXE8-2	17
Q86Y30	6
Q9UQB8	42
Q9UQB8-2	41
Q9UQB8-3	39
Q9UQB8-4	40
Q9UQB8-5	40
Q9UQB8-6	40
Q8NDB2	46
Q8NDB2-2	45
Q8NDB2-3	44
Q8NDB2-4	35
Q8N9N5	19
Q8N9N5-2	16
Q8N9N5-3	17
Q8N9N5-4	17
Q8N9N5-5	17
Q8N9N5-6	16
Q8N9N5-7	19
Q92560	30
Q9BZE3	19
Q9NRL2	82
Q9NRL2-2	80
Q9UIF8	103
Q9UIF8-2	100
Q9UIF8-3	100
Q9UIF8-4	99
Q9UIF8-5	100
Q6ZW61	30
Q9HAY6	34
O60756	6
Q8N888	10
Q6W2J9	90
Q6W2J9-2	87
Q6W2J9-3	54
Q6W2J9-4	86
Q8IYS8	11
P16442	27
Q7RTS1	12
P30411	15
P30411-2	14
Q9UL45	5
Q9UL45-2	2
A8MY62	24
P35226	16
O95393	23
P22003	20
P22003-2	21
P18075	17
Q1RMZ1	20
Q7Z5W3	14
Q12982	13
Q12982-2	16
Q15059	33
Q15059-2	25
Q5VTR2	65
Q9HAW0	20
Q9HAW0-2	21
Q6RI45	87
Q6RI45-2	76
Q6RI45-3	62
Q6RI45-4	69
Q6RI45-5	69
Q9NW68	17
Q9NW68-2	16
Q9NW68-3	17
Q9NW68-4	10
Q9NW68-5	7
Q9NW68-6	1
Q9NW68-7	18
Q9NW68-8	14
Q9NW68-9	12
Q9H0C5	25
Q9H0C5-2	21
Q5XKL5	19
Q5XKL5-2	15
Q9UIR0	26
Q9UIR0-2	22
Q9UIR0-3	18
Q9UIR0-4	12
Q9UIR0-5	7
Q9UIR0-6	17
Q6UX41	27
Q6UX41-2	15
Q6UX41-3	16
Q6UX41-4	17
Q6UX41-5	17
Q6UX41-6	21
Q6UX41-7	21
O43684	16
O43684-2	16
Q9Y6E2	31
Q9Y6E2-2	13
Q96A19	32
Q68D86	32
Q68D86-2	30
Q8WXX7	59
Q8WXX7-2	58
Q8WXX7-3	17
Q8WXX7-5	34
Q58HT5	9
O15169	43
O15169-2	41
Q9HB09	19
Q9HB09-2	12
Q9HB09-3	18
Q5TBC7	8
Q5TBC7-2	3
P04920	52
P04920-2	51
P04920-3	50
P48751	49
P48751-2	36
P48751-3	51
Q96Q91	47
Q96Q91-2	45
Q96Q91-3	46
Q96Q91-4	43
P02730	33
P02730-2	32
Q9C0J1	24
Q9C0J1-2	21
Q7Z7M8	21
O43825	26
Q9Y2C3	23
O75531	7
Q86Y29	6
P80723	13
P80723-2	10
P82251	14
Q9NR55	6
Q96PG8	15
Q96PG8-1	4
Q8N3I7	21
Q8N3I7-2	20
P56945	44
P56945-2	45
P56945-3	46
P56945-4	39
P56945-5	44
P56945-6	44
P56945-7	44
P56945-8	44
O75363	34
O75363-2	39
Q8TDM0	13
Q8TDM0-2	9
Q8TDM0-3	14
O14874	23
O14874-2	21
O14874-3	22
O95999	11
Q8N143	25
P41182	41
P41182-2	36
Q9NYF8	51
Q9NYF8-2	51
Q9NYF8-3	49
Q9NYF8-4	41
P23560	17
P23560-2	18
P23560-3	18
P23560-4	22
P23560-5	18
Q14457	27
Q6UXY1	30
Q6UXY1-2	30
Q96G01	65
Q96G01-2	6
Q96G01-3	61
Q96G01-4	59
A1A5D9	28
A1A5D9-2	15
Q5TH69	108
Q96CA5	10
Q96CA5-2	9
Q86UB2	28
Q86UB2-2	16
P78537	10
P78537-2	8
A4D250	7
Q8IZY5	7
Q5H9B9	16
Q8WYA1	31
Q8WYA1-2	30
Q8WYA1-3	27
Q8WYA1-4	27
Q8WYA1-5	28
Q8WYA1-6	25
Q8WYA1-7	28
Q8WYA1-8	27
Q8WYA1-9	27
O95972	22
P13497	56
P13497-2	45
P13497-3	13
P13497-4	36
P13497-5	43
P13497-6	47
Q9NSY1	50
Q9NSY1-2	31
Q9NSY1-3	33
Q7Z5Y6	18
Q8N8U9	38
P51813	45
Q01954	47
Q6ZN30	49
Q6ZN30-2	40
O60238	10
O60238-2	11
Q7Z465	19
Q7Z465-2	12
Q7Z465-3	8
O75882	68
O75882-2	65
O75882-3	62
P46100	131
P46100-2	120
P46100-3	124
P46100-4	130
P46100-5	123
P46100-6	65
Q13535	155
Q13535-2	151
Q13535-3	154
Q9H324	59
Q9H324-2	28
Q8WXS8	62
Q8WXS8-2	59
Q8WXS8-3	59
Q8WXS8-4	62
Q8TE56	61
Q8TE56-2	32
Q9UHI8	45
P17735	25
O14965	24
Q9HD36	14
Q9BZR8	25
Q9BZR8-2	18
Q9BZR8-3	22
Q13072	3
Q8TBE0	34
Q8TBE0-2	34
Q8TBE0-3	34
O14514	81
Q4VC05	8
Q4VC05-2	10
Q6ZP65	37
Q6ZP65-2	22
Q6AI39	37
P55957	10
P55957-2	12
P55957-3	7
P55957-4	5
O00499	30
O00499-2	27
O00499-3	28
O00499-4	25
O00499-5	28
O00499-6	27
O00499-7	25
O00499-8	25
O00499-9	25
O00499-10	25
O00499-11	27
Q9BWV1	50
Q9BWV1-2	39
Q9BWV1-3	50
Q9H3K6	7
Q9H3K6-2	5
Q53S33	9
Q53S33-2	7
Q8NFQ6	22
Q8NFQ6-2	15
P50747	41
Q12830	158
Q12830-2	153
Q12830-4	156
P15056	36
P0C7T5	33
O15265	39
O15265-2	43
O15265-3	32
Q13825	21
Q13825-2	19
Q9H7T9	16
Q9H7T9-2	16
Q9UQB9	19
Q9UQB9-2	17
Q9UQB9-3	18
Q9NQS1	21
O75366	49
O75366-2	48
Q16548	12
Q16548-2	11
Q9Y5Z6	17
Q8WZ19	19
Q9H503	7
Q9H503-2	7
Q9BQE9	7
Q9BQE9-2	5
Q9BQE9-3	5
Q9BQE9-4	6
Q9Y276	25
Q8NFC6	150
Q9BUT1	15
Q9BUT1-2	13
Q9BUT1-3	8
Q12934	38
Q12934-2	28
Q12934-3	27
Q6PI77	26
Q9H694	45
Q9H694-2	40
Q13075	77
Q13075-2	69
Q13490	38
Q13490-2	35
P54132	85
P30043	11
P12643	18
P12644	20
A8MW95	24
Q9BUH8	39
Q6ZU67	27
Q6ZU67-2	21
Q6ZU67-3	24
Q6ZU67-4	23
Q6ZU67-5	17
Q9NWD9	6
P08236	28
P08236-2	26
P08236-3	23
Q6P575	10
P55061	5
P55061-2	8
Q9Y6D5	108
Q9NQY0	17
Q9NQY0-2	14
Q13489	31
Q9NR09	204
P46663	10
Q8WV28	25
Q8WV28-2	23
Q8WV28-3	19
P12645	29
Q7Z569	38
Q7Z569-2	26
P25440	36
P25440-2	39
P25440-3	35
P25440-4	30
Q76B58	35
Q76B58-2	34
A8MVZ5	15
Q9BRD0	44
Q9BRD0-2	36
Q7L1Q6	30
Q7L1Q6-2	27
Q7L1Q6-3	32
Q7L1Q6-4	31
P15538	29
P15538-2	25
Q96GD4	22
Q96GD4-2	19
Q96GD4-3	10
Q96GD4-4	19
Q96GD4-5	22
Q8NBF6	36
Q8NBF6-2	32
Q3ZCQ2	9
Q5T1B0	66
Q5T1B0-2	31
Q5T1B0-3	11
O14977	19
Q9P2W7	18
Q9P2W7-2	19
Q9NPZ5	22
Q9UPM9	9
Q9UPM9-2	5
Q9BPU9	8
Q14032	14
Q9H3F6	21
Q9H3F6-2	19
Q9H3F6-3	8
P56817	18
P56817-2	19
P56817-3	17
P56817-4	16
P56817-5	14
P56817-6	15
O00154	21
O00154-2	12
O00154-3	14
O00154-4	18
O00154-5	19
O00154-6	18
O00154-7	17
O95816	16
O95816-2	15
O95817	32
P46379	37
P46379-2	36
P46379-3	36
P46379-4	31
P46379-5	33
Q9UMQ3	14
Q9UIG0	95
Q9UIG0-2	95
Q8TAM1	34
Q9BXC9	36
Q96RK4	25
Q96RK4-2	26
Q96RK4-3	14
P50895	34
Q6ZUJ8	38
Q6ZUJ8-2	30
Q6ZUJ8-3	21
O75815	61
O75815-2	37
O75815-3	55
Q9P287	20
Q9P287-2	20
Q9P287-3	18
Q9P287-4	17
P0C6P0	8
Q86UU0	43
Q86UU0-2	43
Q86UU0-3	42
Q86UU0-4	44
P11274	60
P11274-2	57
Q8NFU0	18
Q9NYM9	9
Q5H9J7	6
Q9NZS9	21
Q9NZS9-2	14
Q13515	29
P16278	26
P16278-2	22
P16278-3	24
Q9NZM4	39
Q9NZM4-2	38
Q13323	4
Q14692	62
P46736	18
P46736-2	17
P46736-3	17
P46736-4	13
P46736-5	13
O95696	63
O95696-2	69
Q9H0E9	51
Q9H0E9-2	38
Q9H0E9-3	28
Q9H0E9-4	36
O60477	41
O60477-2	19
O60477-3	26
Q96NH3	63
Q96NH3-4	63
Q96NH3-5	4
Q8IWQ3	44
Q8IWQ3-2	40
Q8IWQ3-3	40
Q8IWQ3-4	41
Q8IWQ3-5	43
Q8IWQ3-6	35
Q8TDN6	19
Q3C1V8	9
Q13410	29
P78410	20
P78410-2	20
P78410-3	21
Q9BSF8	26
Q9BSF8-2	27
A6NE02	24
C9JJ37	17
C9JJ37-2	12
P35070	6
O43683	56
O43683-2	55
O43683-3	54
Q9Y4F5	93
Q9Y4F5-2	91
Q9Y4F5-3	87
Q96L14	16
P0DN25	16
P02747	13
Q9NPY3	23
O75973	13
Q9BXJ5	15
Q9BXI9	12
Q9BXI9-2	13
Q9BXI9-3	8
B2RNN3	19
B2RNN3-2	4
P11586	56
Q6ZSU1	9
P33076	54
P33076-2	41
P33076-3	23
P33076-4	41
Q16581	12
Q9NRR8	3
Q9NRR8-2	3
Q8TCZ2	13
Q8TCZ2-2	10
Q8TCZ2-3	8
Q8TCZ2-4	7
Q8TCZ2-5	13
Q8TCZ2-6	9
Q8NEQ6	12
Q6P1W5	32
Q6P1W5-2	21
Q8NDD1	16
Q8NDD1-2	16
Q8NDD1-3	16
Q8NDD1-4	6
Q3SY05	9
Q3SY05-2	7
Q5VU69	8
O43570	14
O43570-2	14
P07384	39
P17655	36
P17655-2	31
Q6NZI2	16
Q6NZI2-2	10
Q6NZI2-3	8
P47755	15
P47755-2	9
Q96LS8	10
Q8N8R5	22
A6NGG8	75
Q53S99	5
Q53S99-2	4
P14384	24
Q9Y646	22
P16152	18
P16152-2	10
Q8N4T8	14
Q8N4T8-2	13
Q5RIA9	22
Q5RIA9-2	9
Q5RIA9-3	19
P83916	12
Q14781	32
Q14781-2	11
O00257	29
O00257-3	11
Q9HC52	22
Q5JPI3	17
Q5JPI3-2	17
P0CE67	7
A0A1B0GTZ2	20
Q9BUN5	7
Q9BUN5-3	9
Q8NHW4	2
Q8NHW4-2	2
Q8NHW4-3	3
Q8NHW4-4	4
Q8NHW4-5	1
Q8NHW4-6	2
Q8NHW4-7	3
Q8NHW4-8	3
Q8NHW4-9	4
Q8NHW4-10	4
Q96LY2	29
Q96LY2-2	24
Q8IX12	58
Q8IX12-2	58
Q6QNY1	9
Q6QNY1-2	5
Q9NUP1	9
Q96IK1	9
Q96IK1-2	6
Q9UMX3	14
Q9UMX3-2	8
Q8N9W6	10
Q8N9W6-2	12
Q8N9W6-3	9
Q8N9W6-4	9
Q8N9W6-5	2
O14613	8
Q6NZY7	7
Q9GZL8	3
Q96DR5	17
Q5T3Y7	6
Q96HQ2	8
Q96HQ2-2	7
Q8NCU7	26
Q53TS8	34
Q53TS8-2	20
Q53TS8-3	29
Q53TS8-4	114
Q6DHV5	52
Q6DHV5-1	11
Q6DHV5-2	17
Q6DHV5-4	9
Q9Y5P4	40
Q9Y5P4-2	38
Q9Y5P4-3	47
Q8N6N3	14
Q8N6N3-2	12
Q8N6N3-3	8
Q5SVJ3	8
Q5SVJ3-2	6
Q9NX04	10
Q9NX04-2	8
Q5VVC0	11
Q5T0J3	7
P54289	55
P54289-2	55
P54289-3	55
P54289-4	55
P54289-5	55
Q9Y376	26
Q8TDN4	20
Q8TDN4-2	17
Q8TDN4-3	5
Q8TDN4-4	14
Q08289	35
Q08289-2	35
Q08289-3	35
Q08289-4	36
Q08289-5	34
Q08289-6	34
Q08289-7	34
Q08289-8	36
Q08289-9	37
Q08289-10	36
P54284	27
P54284-2	24
P54284-3	28
P54284-4	27
P54284-5	24
Q8TC20	41
Q8TC20-2	39
Q8TC20-3	43
Q8TC20-4	35
Q8TC20-5	47
Q16790	15
Q5VU97	64
Q5VU97-2	46
Q86XJ0	19
Q86XJ0-2	19
P06881	8
A6NHC0	35
Q14444	23
Q14444-2	22
Q6IMN6	48
Q6IMN6-2	47
Q6IMN6-3	43
Q6IMN6-4	36
Q6IMN6-5	10
Q6IMN6-6	31
Q6IMN6-7	43
Q6IMN6-9	48
Q6IMN6-10	44
Q9BWT7	69
Q9BWT7-2	50
Q96LW7	10
Q96LW7-2	13
Q9BX69	58
Q8N4J0	19
Q6TDU7	37
Q6TDU7-2	35
Q6TDU7-3	34
Q6TDU7-4	35
Q6UXS9	22
Q6UXS9-2	10
Q6UXS9-3	18
P07858	16
Q9UBX1	28
O60911	16
Q13166	8
P25774	20
P25774-2	16
P56539	7
Q969G5	13
Q5BKX8	18
O15178	15
O15178-2	14
P38398	101
P38398-2	6
P38398-3	40
P38398-4	99
P38398-5	39
P38398-6	41
P38398-7	103
P38398-8	96
Q58F21	53
Q58F21-2	54
Q58F21-3	53
Q58F21-4	52
Q58F21-5	48
Q6PL45	9
Q6PL45-2	7
Q9UPA5	192
Q9GZN4	14
Q96KV6	22
O00478	28
O00478-2	28
Q9Y2F9	24
Q9Y2F9-2	21
Q32M84	34
Q32M84-2	34
P43251	23
P43251-2	24
P43251-3	24
P43251-4	21
Q7Z6A9	16
Q7Z6A9-2	13
P41223	9
P41223-2	9
Q3MJ40	41
Q3MJ40-2	34
Q9NS00	20
Q9NS00-2	19
P02745	15
Q07021	15
Q9BXJ2	16
Q9BXJ2-2	16
P0C862	19
Q8TF44	23
Q4AC94	117
Q4AC94-1	95
Q4AC94-2	92
Q4AC94-3	95
Q4AC94-4	94
Q5T0F9	41
Q5T0F9-2	42
Q5T0F9-3	30
Q5T0F9-4	14
Q5T0F9-5	6
B7Z1M9	19
P04003	35
P20851	15
P20851-2	15
Q8N8Q1	3
Q8N8Q1-2	5
Q8N8Q1-3	5
Q8N8Q1-4	5
Q8N8Q1-5	3
Q9BV19	13
Q5VUE5	7
Q5JVX7	31
Q5JVX7-2	5
Q5TG92	10
Q5TG92-2	6
A1L170	11
A1L170-2	14
Q9NZU7	23
Q9NZU7-1	11
Q9NZU7-2	10
Q9NZU7-3	5
P57796	15
P57796-2	10
Q86Y37	19
Q86Y37-2	16
Q86Y37-4	14
O75309	29
O75309-2	27
O75309-3	22
O75309-4	26
Q12864	41
Q9H159	26
Q9H159-2	19
Q9UJ99	30
P55285	38
P55285-2	33
P55286	30
Q8N126	15
Q8N126-2	15
Q8N126-3	12
Q13939	34
P27482	10
Q8TD86	11
P0DP23	8
Q16602	13
O43852	17
O43852-2	17
O43852-3	18
O43852-4	18
O43852-5	12
O43852-6	14
O43852-7	9
O43852-8	11
O43852-9	9
O43852-10	12
O43852-11	8
O43852-12	4
O43852-13	8
O43852-14	9
O43852-15	9
Q8NCB2	24
Q8NCB2-2	24
Q8NCB2-3	24
Q9UMQ6	37
O75808	56
O75808-2	23
O14815	40
O14815-2	38
P40123	28
P40123-2	24
P40123-3	14
P47756	20
P47756-2	19
Q9BXL6	61
Q9BXL6-2	46
Q9BXL6-3	24
Q9NXV6	35
Q5VZK9	81
Q5VZK9-2	77
Q5VZK9-3	29
Q5VZK9-4	10
P51878	29
P51878-2	26
P51878-3	20
P51878-4	7
P51878-5	30
P51878-6	25
P55211	17
P55211-2	11
P55211-3	9
P55211-4	12
P31415	14
P43234	14
Q9UBR2	15
Q6P9G0	8
Q6P9G0-2	6
P62952	0
O00327	29
O00327-1	29
O00327-3	10
O00327-4	21
O00327-5	16
O00327-6	32
O00327-7	32
O00327-8	29
O00327-9	29
Q96LC9	7
Q96LC9-2	5
Q96LC9-3	4
P22004	21
P34820	18
P34820-2	15
P59827	25
P59827-2	24
P17213	23
Q5VW32	25
Q5VW32-2	25
P32247	10
Q8TDC3	46
Q8TDC3-2	48
Q8TDC3-3	18
Q10589	11
Q10589-2	10
Q7KYR7	28
Q7KYR7-1	27
Q7KYR7-3	20
Q7KYR7-4	18
Q7KYR7-5	26
Q7KYR7-6	18
O14981	95
O14981-2	37
P62324	10
Q14201	12
Q14201-2	14
Q99622	7
O75493	13
Q8N1Q1	10
Q9ULX7	10
P00915	14
P00918	16
Q9HA72	17
Q9HA72-2	11
Q9HA72-3	8
P10092	8
Q9NZT1	9
P0DP25	8
P27824	27
P27824-2	29
P27824-3	23
A8MX76	39
A8MX76-2	29
P20160	11
Q9ULU8	76
Q9ULU8-2	70
Q9ULU8-3	73
Q9ULU8-4	77
Q9ULU8-5	25
Q86UW7	77
Q86UW7-2	74
Q86UW7-3	74
Q8WWF8	13
Q5XLA6	4
Q9H257	32
Q9H257-2	29
Q9H257-3	22
P47710	9
P47710-2	9
P47710-3	9
P47710-4	8
Q96PB1	46
Q14511	50
Q14511-2	7
Q14511-3	50
Q13873	53
Q13873-2	31
O00238	28
O00238-2	30
Q86WA6	20
Q86WA6-2	18
Q9NP55	7
Q9NP55-2	7
Q8TDL5	29
Q8TDL5-2	9
P59826	19
Q6PJG6	44
Q6PJG6-2	15
Q6PJG6-3	16
O60885	48
O60885-2	33
O60885-3	35
O75150	59
O75150-3	47
O75150-4	51
O95415	3
Q8WUW1	7
Q8WUW1-2	10
Q9NSI6	130
Q9NSI6-2	125
Q9NSI6-3	122
Q9NSI6-4	10
Q8WVV5	27
Q8WVV5-2	17
Q8WVV5-3	13
Q8WVV5-4	18
Q8WVV5-5	14
Q9BX70	25
Q9BX70-2	10
Q96KE9	26
Q96KE9-2	24
Q9P203	53
Q9P203-3	15
Q9P203-5	39
Q96Q07	36
Q96Q07-2	37
Q96Q07-3	34
B2RXH4	30
P20290	13
P20290-2	10
P78543	8
O60566	63
O60566-2	56
O60566-3	64
Q8IYA2	81
Q6UWJ8	8
Q6UWJ8-2	8
Q69YN2	32
Q69YN2-2	10
Q69YN2-3	24
Q2TBE0	59
Q2TBE0-2	48
Q2TBE0-3	42
Q96EU7	19
O14523	32
O14523-2	30
A6NLJ0	27
Q6P1N0	53
Q6P1N0-2	53
Q9P2K1	84
Q9P2K1-2	76
Q9P2K1-5	5
Q9P2K1-6	6
Q99643	8
Q99643-2	7
Q99643-3	7
Q99643-4	6
Q99643-5	5
Q9P296	11
Q96LT6	9
Q9BRT7	2
Q6ZSJ8	7
Q6ZSJ8-2	2
Q5TEV5	3
Q8N1D5	14
Q96HA4	15
Q96HA4-2	8
Q96HA4-3	8
Q96HA4-4	9
Q96HA4-5	9
Q5T7R7	10
Q9NY47	55
Q9NY47-2	55
Q9NY47-3	55
Q9NY47-4	53
Q9NY47-5	55
Q7Z3S7	46
Q7Z3S7-2	42
Q7Z3S7-4	44
Q7Z3S7-5	49
Q7Z3S7-6	47
Q7Z3S7-7	3
Q9H8G2	11
Q9H8G2-2	9
Q9BXU9	13
Q9BXU9-2	16
Q01668	94
Q01668-2	96
Q01668-4	66
Q01668-3	93
Q15878	105
Q15878-2	101
Q15878-3	102
O60840	73
O60840-2	72
O60840-4	71
O60840-5	68
O60840-6	72
O60840-7	69
Q9P0X4	82
Q9P0X4-2	76
Q9P0X4-3	74
Q9P0X4-4	80
Q02641	30
Q02641-2	28
Q02641-3	28
O00305	31
O00305-2	27
O00305-3	30
O00305-4	30
P43155	34
P43155-2	32
P43155-3	30
P55290	31
P55290-2	11
P55290-3	11
P55290-4	34
P55290-5	28
Q13634	38
Q13634-2	30
Q9HBT6	34
Q9H251	120
Q9H251-2	120
Q9H251-3	119
Q9H251-4	120
Q9H251-5	15
Q9H251-6	41
Q9H251-7	43
Q9H251-8	120
Q9H251-9	43
Q9H251-10	13
Q9H251-11	13
Q13112	29
Q96L12	24
Q9Y6W3	53
P63098	9
Q86VP6	66
Q86VP6-2	61
Q86VP6-3	17
Q8WVQ1	23
Q8WVQ1-2	14
Q8WVQ1-3	23
Q01518	32
Q01518-2	32
Q9BXL7	82
Q5VT79	23
Q5VT79-2	16
Q9H6S1	27
Q9H6S1-3	16
Q9H6S1-4	16
Q9H6S1-5	16
Q96A70	23
Q96A70-2	23
Q96A70-3	23
Q96A70-4	24
Q96A70-5	12
Q07817	10
Q07817-2	6
Q07817-3	12
Q13829	23
Q13829-2	13
Q6ZUV0	14
Q86Y27	3
Q9P281	115
O94812	48
O94812-2	48
O94812-3	46
O94812-5	47
O94812-6	47
O94812-7	44
Q16611	9
Q16611-2	7
Q13145	15
Q8N1L9	7
Q8N1L9-2	2
Q9H165	42
Q9H165-2	37
Q9H165-3	11
Q9H165-4	37
Q9H165-5	12
Q9H165-6	42
Q9H165-8	5
P54687	15
P54687-2	11
P54687-3	13
P54687-4	15
P54687-5	17
O15382	19
O15382-2	12
P10415	12
P10415-2	10
Q8WUZ0	7
Q8WUZ0-2	10
Q5H9F3	71
Q5H9F3-2	68
Q5H9F3-3	75
Q8N7W2	29
Q8N7W2-2	22
Q8N7W2-3	25
Q7RTU4	10
Q8TDH9	12
